[Actuators @ factory.py:85][DEBUG] 2017-11-10 19:52:25,668: Logging to: logs/2017_Nov_10/Actuators/19_52_25.log
[Actuators @ arduino.py:78][INFO] 2017-11-10 19:52:25,963: configuring for the first time. whoiam=naboris actuators
[Actuators @ arduino.py:81][INFO] 2017-11-10 19:52:25,983: Found suitable addresses: '['/dev/ttyUSB0']'
[Actuators @ arduino.py:288][DEBUG] 2017-11-10 19:52:25,988: /dev/ttyUSB0 is ready
[Actuators @ arduino.py:357][DEBUG] 2017-11-10 19:52:27,580: Checking 'whoareyou' protocol
[Actuators @ arduino.py:401][DEBUG] 2017-11-10 19:52:28,781: Writing 'whoareyou' again
[Actuators @ arduino.py:401][DEBUG] 2017-11-10 19:52:29,381: Writing 'whoareyou' again
[Actuators @ arduino.py:391][DEBUG] 2017-11-10 19:52:29,409: received packet: 'iamnaboris actuators'
[Actuators @ arduino.py:320][DEBUG] 2017-11-10 19:52:29,410: Found ID 'naboris actuators'
[Actuators @ arduino.py:357][DEBUG] 2017-11-10 19:52:29,410: Checking 'init?' protocol
[Actuators @ arduino.py:391][DEBUG] 2017-11-10 19:52:29,713: received packet: 'init:0\t24'
[Actuators @ arduino.py:342][DEBUG] 2017-11-10 19:52:29,713: sent initialization data: '0\t24'
[Actuators @ arduino.py:138][INFO] 2017-11-10 19:52:29,714: address '/dev/ttyUSB0' has ID 'naboris actuators'
[Actuators @ arduino.py:88][INFO] 2017-11-10 19:52:29,714: configuring done. Finding whoiam=naboris actuators
[Actuators @ arduino.py:55][INFO] 2017-11-10 19:52:29,715: naboris actuators's setup complete
[Actuators @ actuators.py:140][INFO] 2017-11-10 19:52:29,729: Number of leds: 24
[Actuators @ arduino.py:159][INFO] 2017-11-10 19:52:29,745: Device has started!
[Actuators @ arduino.py:160][INFO] 2017-11-10 19:52:29,747: init packet: 0	24
[Actuators @ arduino.py:199][DEBUG] 2017-11-10 19:52:29,759: Write queue not empty
[Actuators @ arduino.py:199][DEBUG] 2017-11-10 19:52:29,866: Write queue not empty
[Actuators @ node.py:79][DEBUG] 2017-11-10 19:52:30,967: [log buffer start]
[DEBUG, 1510361549.752756]: putting: o000015015015024
[DEBUG, 1510361549.7540429]: putting: x
[DEBUG, 1510361549.7541106]: led s: 0, end: 24, r: 15, g: 15, b: 15
[DEBUG, 1510361549.855019]: putting: c090075
[DEBUG, 1510361549.9417028]: EncoderMessage(t: 1510361549.9479709, n: 0, pt: 1510361549.9417028, et: 2.299, r: 0, l: 0, dr: 0.0, dl: 0.0)
[DEBUG, 1510361549.9417028]: Bno055Message(t: 1510361549.9486008, pt: 1510361549.9417028, at: 2.299, n: 0, euler: (0.0, 0.0, 0.0), mag: (0.0, 0.0, 0.0), gyro: (0.0, 0.0, 0.0), accel: (0.0, 0.0, 0.0), linaccel: (0.0, 0.0, 0.0), quat: (0.0, 0.0, 0.0, 0.0))
[DEBUG, 1510361549.9417028]: Bno055Message(t: 1510361549.9495332, pt: 1510361549.9417028, at: 2.32, n: 0, euler: (0.0, 0.0, 0.0), mag: (0.0, 0.0, 0.0), gyro: (0.0, 0.0, 0.0), accel: (0.0, 0.0, 0.0), linaccel: (0.0, 0.0, 0.3), quat: (0.0, 0.0, 0.0, 0.0))
[DEBUG, 1510361549.9636807]: Bno055Message(t: 1510361549.9733253, pt: 1510361549.9636807, at: 2.336, n: 0, euler: (0.0, 0.0, 0.0), mag: (0.0, 0.0, 0.0), gyro: (0.0, 0.0, 0.0), accel: (0.0, 0.0, 0.0), linaccel: (0.0, 0.02, 0.23), quat: (0.0, 0.0, 0.0, 0.0))
[DEBUG, 1510361549.9746358]: Bno055Message(t: 1510361549.985935, pt: 1510361549.9746358, at: 2.353, n: 0, euler: (0.0, 0.0, 0.0), mag: (0.0, 0.0, 0.0), gyro: (0.0, 0.0, 0.0), accel: (0.0, 0.0, 0.0), linaccel: (0.0, 0.01, 0.27), quat: (0.0, 0.0211, 0.0, 0.0))
[DEBUG, 1510361550.0603206]: Bno055Message(t: 1510361550.0714767, pt: 1510361550.0603206, at: 2.369, n: 0, euler: (-0.09599310885968812, -0.04145156973486533, 0.0), mag: (0.0, 0.0, 0.0), gyro: (0.0, 0.0, 0.0), accel: (0.0, 0.0, 0.0), linaccel: (-0.29, 0.06, 0.28), quat: (0.0, 0.0211, 0.0, 0.0))
[DEBUG, 1510361550.0603206]: Bno055Message(t: 1510361550.0739648, pt: 1510361550.0603206, at: 2.387, n: 0, euler: (-0.001090830782496456, -0.001090830782496456, 0.0), mag: (0.0, 0.0, 0.0), gyro: (0.0, 0.0, 0.0), accel: (0.0, 0.0, 0.0), linaccel: (0.34, -0.08, 0.2), quat: (0.0, 0.0211, 0.0, 0.0))
[DEBUG, 1510361550.0603206]: Bno055Message(t: 1510361550.0752475, pt: 1510361550.0603206, at: 2.406, n: 0, euler: (-0.09599310885968812, -0.04145156973486533, 0.0), mag: (0.0, 0.0, 0.0), gyro: (0.0, 0.0, 0.0), accel: (0.0, 0.0, 0.0), linaccel: (-0.06, 0.0, 0.3), quat: (0.0, 0.0212, 0.0002, 0.0))
[DEBUG, 1510361550.0603206]: Bno055Message(t: 1510361550.0927045, pt: 1510361550.0603206, at: 2.424, n: 0, euler: (-0.001090830782496456, -0.001090830782496456, 0.0), mag: (0.0, 0.0, 0.0), gyro: (0.0, 0.0, 0.0), accel: (0.0, 0.0, 0.0), linaccel: (0.03, -0.01, -0.01), quat: (0.0, 0.0211, 0.0002, 0.0))
[DEBUG, 1510361550.071919]: Bno055Message(t: 1510361550.1184685, pt: 1510361550.071919, at: 2.443, n: 0, euler: (-0.001090830782496456, -0.001090830782496456, 0.0), mag: (0.0, 0.0, 0.0), gyro: (0.0, 0.0, 0.0), accel: (0.0, 0.0, 0.0), linaccel: (0.25, 0.12, 0.21), quat: (0.0, 0.0211, 0.0002, 0.0))
[DEBUG, 1510361550.1050441]: Bno055Message(t: 1510361550.1277885, pt: 1510361550.1050441, at: 2.459, n: 0, euler: (-0.09599310885968812, -0.04145156973486533, 0.0), mag: (0.0, 0.0, 0.0), gyro: (0.0, 0.0, 0.0), accel: (0.0, 0.0, 0.0), linaccel: (-0.07, -0.1, 0.3), quat: (0.0, 0.0211, 0.0002, 0.0))
[DEBUG, 1510361550.1050441]: Bno055Message(t: 1510361550.151914, pt: 1510361550.1050441, at: 2.479, n: 0, euler: (-0.09599310885968812, -0.04145156973486533, 0.0), mag: (0.0, 0.0, 0.0), gyro: (0.0, 0.0, 0.0), accel: (0.0, 0.0, 0.0), linaccel: (0.16, 0.08, 0.15), quat: (0.0, 0.0211, 0.0002, 0.0))
