[Actuators @ factory.py:85][DEBUG] 2017-11-10 18:28:59,548: Logging to: logs/2017_Nov_10/Actuators/18_28_59.log
[Actuators @ arduino.py:78][INFO] 2017-11-10 18:28:59,840: configuring for the first time. whoiam=naboris actuators
[Actuators @ arduino.py:81][INFO] 2017-11-10 18:28:59,860: Found suitable addresses: '['/dev/ttyUSB0']'
[Actuators @ arduino.py:288][DEBUG] 2017-11-10 18:28:59,864: /dev/ttyUSB0 is ready
[Actuators @ arduino.py:357][DEBUG] 2017-11-10 18:29:01,457: Checking 'whoareyou' protocol
[Actuators @ arduino.py:401][DEBUG] 2017-11-10 18:29:02,658: Writing 'whoareyou' again
[Actuators @ arduino.py:401][DEBUG] 2017-11-10 18:29:03,258: Writing 'whoareyou' again
[Actuators @ arduino.py:391][DEBUG] 2017-11-10 18:29:03,295: received packet: 'iamnaboris actuators'
[Actuators @ arduino.py:320][DEBUG] 2017-11-10 18:29:03,296: Found ID 'naboris actuators'
[Actuators @ arduino.py:357][DEBUG] 2017-11-10 18:29:03,296: Checking 'init?' protocol
[Actuators @ arduino.py:391][DEBUG] 2017-11-10 18:29:03,588: received packet: 'init:0\t24'
[Actuators @ arduino.py:342][DEBUG] 2017-11-10 18:29:03,589: sent initialization data: '0\t24'
[Actuators @ arduino.py:138][INFO] 2017-11-10 18:29:03,589: address '/dev/ttyUSB0' has ID 'naboris actuators'
[Actuators @ arduino.py:88][INFO] 2017-11-10 18:29:03,590: configuring done. Finding whoiam=naboris actuators
[Actuators @ arduino.py:55][INFO] 2017-11-10 18:29:03,590: naboris actuators's setup complete
[Actuators @ actuators.py:137][INFO] 2017-11-10 18:29:03,611: Number of leds: 24
[Actuators @ arduino.py:159][INFO] 2017-11-10 18:29:03,632: Device has started!
[Actuators @ arduino.py:160][INFO] 2017-11-10 18:29:03,633: init packet: 0	24
[Actuators @ arduino.py:199][DEBUG] 2017-11-10 18:29:03,645: Write queue not empty
[Actuators @ arduino.py:199][DEBUG] 2017-11-10 18:29:03,751: Write queue not empty
[Actuators @ node.py:79][DEBUG] 2017-11-10 18:29:05,154: [log buffer start]
[DEBUG, 1510356543.64175]: putting: o000015015015024
[DEBUG, 1510356543.6425533]: putting: x
[DEBUG, 1510356543.642646]: led s: 0, end: 24, r: 15, g: 15, b: 15
[DEBUG, 1510356543.743894]: putting: c090075
[DEBUG, 1510356543.7945511]: EncoderMessage(t: 1510356543.8037672, n: 0, pt: 1510356543.7945511, et: 2.308, r: 0, l: 0, dr: 0.0, dl: 0.0)
[DEBUG, 1510356543.848276]: Bno055Message(t: 1510356543.8602753, pt: 1510356543.848276, at: 2.309, n: 0, euler: (0.0, 0.0, 0.0), mag: (0.0, 0.0, 0.0), gyro: (0.0, 0.0, 0.0), accel: (0.0, 0.0, 0.0), linaccel: (0.0, 0.0, 0.0), quat: (0.0, 0.0, 0.0, 0.0))
[DEBUG, 1510356543.848276]: Bno055Message(t: 1510356543.8623497, pt: 1510356543.848276, at: 2.336, n: 0, euler: (0.0, 0.0, 0.0), mag: (0.0, 0.0, 0.0), gyro: (-0.0011, 0.0, -0.0011), accel: (-0.36, 0.93, -0.01), linaccel: (0.0, 0.01, 0.23), quat: (0.0, 0.0, 0.0, 0.0))
[DEBUG, 1510356543.9244168]: Bno055Message(t: 1510356543.9353335, pt: 1510356543.9244168, at: 2.359, n: 0, euler: (-0.09381144729469522, -0.037088246604879506, 0.0), mag: (6.0, 1.375, 36.5625), gyro: (0.0, 0.0, 0.0033), accel: (-0.37, 0.96, 10.04), linaccel: (0.0, 0.03, 0.28), quat: (0.0, 0.0, 0.0, 0.0))
[DEBUG, 1510356543.9244168]: Bno055Message(t: 1510356543.9373562, pt: 1510356543.9244168, at: 2.385, n: 0, euler: (-0.001090830782496456, -0.001090830782496456, 0.0), mag: (6.0, 1.375, 36.5625), gyro: (0.0078, -0.0267, -0.01), accel: (-0.75, -0.01, -0.01), linaccel: (-0.39, -0.12, 0.09), quat: (0.0, 0.0186, 0.0002, 0.0))
[DEBUG, 1510356543.9244168]: Bno055Message(t: 1510356543.9387484, pt: 1510356543.9244168, at: 2.41, n: 0, euler: (-0.001090830782496456, -0.03599741582238305, 0.0), mag: (7.875, 2.5625, 36.1875), gyro: (-0.0111, 0.0022, 0.0144), accel: (0.2, 0.9, 10.19), linaccel: (0.56, -0.02, 0.44), quat: (0.0472, 0.0183, 0.0002, 0.0))
[DEBUG, 1510356543.9586434]: Bno055Message(t: 1510356543.9674377, pt: 1510356543.9586434, at: 2.437, n: 0, euler: (-0.001090830782496456, -0.03599741582238305, 0.0), mag: (7.875, 2.5625, 36.1875), gyro: (0.0056, 0.0144, -0.0011), accel: (-0.78, -0.01, -0.01), linaccel: (-0.04, 0.06, 0.07), quat: (0.0472, 0.0183, 0.0002, 0.0))
[DEBUG, 1510356543.9815094]: Bno055Message(t: 1510356543.9857676, pt: 1510356543.9815094, at: 2.462, n: 0, euler: (-0.001090830782496456, -0.03599741582238305, 0.0), mag: (6.75, 5.5625, 35.75), gyro: (-0.0044, -0.0067, 0.0011), accel: (-0.5, 1.09, 10.11), linaccel: (-0.14, 0.16, 0.35), quat: (0.0472, 0.0183, 0.0002, 0.0))
[DEBUG, 1510356544.0257416]: Bno055Message(t: 1510356544.0299857, pt: 1510356544.0257416, at: 2.487, n: 0, euler: (-0.001090830782496456, -0.03599741582238305, 0.0), mag: (6.75, 5.5625, 35.75), gyro: (0.0022, -0.0011, 0.0011), accel: (-0.35, 0.99, -0.01), linaccel: (0.18, -0.03, 0.12), quat: (0.0472, 0.0183, 0.0002, 0.0))
[DEBUG, 1510356544.0257416]: Bno055Message(t: 1510356544.0317736, pt: 1510356544.0257416, at: 2.509, n: 0, euler: (-0.001090830782496456, -0.03599741582238305, 0.0), mag: (3.6875, 0.6875, 23.0), gyro: (0.0, 0.0122, -0.0011), accel: (-0.58, 1.04, 9.82), linaccel: (-0.22, 0.11, 0.06), quat: (0.0472, 0.0186, 0.0002, 0.0))
[DEBUG, 1510356544.0487087]: Bno055Message(t: 1510356544.0638611, pt: 1510356544.0487087, at: 2.537, n: 0, euler: (-0.001090830782496456, -0.03599741582238305, 0.0), mag: (3.6875, 0.6875, 23.0), gyro: (-0.0022, 0.0, 0.0067), accel: (-0.55, 0.74, -0.01), linaccel: (-0.18, -0.17, 0.3), quat: (0.0472, 0.0187, 0.0002, 0.0))
[DEBUG, 1510356544.0822487]: Bno055Message(t: 1510356544.0887518, pt: 1510356544.0822487, at: 2.562, n: 0, euler: (-0.001090830782496456, -0.03599741582238305, 0.0), mag: (4.375, 1.5, 22.1875), gyro: (-0.0111, 0.0011, 0.0144), accel: (-0.32, 0.65, 10.22), linaccel: (0.04, -0.26, 0.46), quat: (0.0472, 0.0187, 0.0002, 0.0))
